scenario_id;data_type;split;monthly_loan_dkk;study_months;initial_debt_dkk;target_debt_dkk
640;synthetic;train;1494;46;82546;170587.15
641;synthetic;test;1651;31;13175;68610.65
642;synthetic;train;1366;11;18250;34260.33
643;synthetic;test;3618;8;48203;78885.07
644;synthetic;test;3170;81;14671;314407.55
645;synthetic;train;621;32;55442;82675.38
646;synthetic;train;3647;18;16439;85218.38
647;synthetic;train;962;74;3005;84697.79
648;synthetic;train;1444;10;15707;30945.88
649;synthetic;train;3484;1;32153;35755.79
650;synthetic;train;3478;52;7175;206306.38
651;synthetic;train;1767;82;40045;219477.18
652;synthetic;train;2008;45;66045;174352.94
653;synthetic;train;711;71;98861;182247.68
654;synthetic;train;541;69;81691;144809.31
655;synthetic;train;2818;32;46876;147454.17
656;synthetic;test;3189;13;82875;128976.31
657;synthetic;test;3498;58;34139;265566.04
658;synthetic;train;2124;5;93181;105471.07
659;synthetic;train;1301;5;79446;87349.3
660;synthetic;train;2498;53;5409;151480.46
661;synthetic;train;2853;54;79364;264040.84
662;synthetic;train;3143;18;21064;80764.1
663;synthetic;test;3510;45;43799;221547.81
664;synthetic;train;1091;54;75396;154885.11
665;synthetic;train;8;47;99337;116562.52
666;synthetic;train;1066;24;87813;121791.78
667;synthetic;train;235;34;45826;59789.31
668;synthetic;train;3031;11;43406;79039.62
669;synthetic;train;578;67;63228;122475.67
670;synthetic;train;1887;34;15317;85193.44
671;synthetic;train;3503;55;31915;250100.43
672;synthetic;train;1572;61;71957;194647.32
673;synthetic;train;1752;26;65995;119619.32
674;synthetic;train;2501;51;7285;147877.97
675;synthetic;train;1796;52;95007;215084.9
676;synthetic;train;1997;29;55579;122110.85
677;synthetic;train;673;8;67810;75104.9
678;synthetic;train;3747;72;58366;379523.53
679;synthetic;test;152;83;44963;73821.24
680;synthetic;train;1100;75;74641;189665.23
681;synthetic;test;2848;24;99181;178701.31
682;synthetic;train;1720;45;75096;170862.14
683;synthetic;train;2507;15;30248;70419.75
684;synthetic;train;1372;80;71451;219212.8
685;synthetic;train;1392;62;73851;186786.04
686;synthetic;train;1498;34;89430;154158.11
687;synthetic;train;2134;13;71978;103558.23
688;synthetic;test;2240;43;72511;187390.71
689;synthetic;train;3446;28;41930;147319.32
690;synthetic;train;720;55;40271;91887.3
691;synthetic;test;1300;59;40816;134559.31
692;synthetic;train;1764;37;25854;98813.55
693;synthetic;train;478;70;9172;49318.94
694;synthetic;train;1234;57;13129;93451.78
695;synthetic;train;2490;62;66291;253227.33
696;synthetic;train;1159;2;88736;91658.16
697;synthetic;train;1240;68;19781;119584.34
698;synthetic;train;617;66;93974;162671.98
699;synthetic;train;3270;64;24668;264147.66
700;synthetic;train;3470;57;17216;238967.76
701;synthetic;test;491;74;27515;76465.28
702;synthetic;train;2910;12;28054;64882.88
703;synthetic;train;1077;24;67474;100037.02
704;synthetic;train;3474;77;74155;401215.14
705;synthetic;test;769;81;54208;142589.75
706;synthetic;train;2074;59;76910;229024.92
707;synthetic;train;3621;49;61006;264845.91
708;synthetic;test;2833;22;30771;97880.16
709;synthetic;train;2376;6;32049;47118.59
710;synthetic;train;2728;82;51950;325870.41
711;synthetic;train;1518;37;68543;137393.87
712;synthetic;train;2069;2;53924;58442.8
713;synthetic;train;1520;59;87511;205750.12
714;synthetic;train;3657;52;36256;251060.2
715;synthetic;train;1686;15;93594;124359.5
716;synthetic;train;3219;72;32812;304022.55
717;synthetic;test;1224;72;54455;168946.07
718;synthetic;test;2677;42;44277;171790.18
719;synthetic;train;2402;69;33411;228655.3
720;synthetic;train;3074;21;40283;110173.24
721;synthetic;train;3468;81;92388;443918.8
722;synthetic;train;1200;71;93609;214824.75
723;synthetic;train;3717;2;74499;82467.7
724;synthetic;train;3787;65;23317;304210.62
725;synthetic;train;2897;9;48061;76033.64
726;synthetic;test;2379;39;69984;178918.31
727;synthetic;train;912;51;64482;127185.67
728;synthetic;test;2408;25;30538;96066.86
729;synthetic;train;979;39;58596;107553.62
730;synthetic;test;1377;35;28641;83377.92
731;synthetic;test;831;56;81606;149562.78
732;synthetic;train;1104;73;57098;164174.87
733;synthetic;test;637;31;750;21667.63
734;synthetic;train;148;29;45446;54563.82
735;synthetic;train;3030;12;83918;124494.47
736;synthetic;train;891;12;69989;83766.97
737;synthetic;train;2942;51;11570;177508.62
738;synthetic;train;438;33;45060;65593.24
739;synthetic;train;3794;25;19259;120001.69
740;synthetic;train;3594;13;2640;50583.57
741;synthetic;train;1606;34;61967;127299.47
742;synthetic;train;3335;79;28964;339517.04
743;synthetic;train;3727;54;6964;229176.69
744;synthetic;test;3566;12;58860;104988.63
745;synthetic;train;3004;21;27063;94471.21
746;synthetic;train;1809;75;22360;183062.64
747;synthetic;train;2521;39;11184;117892.99
748;synthetic;train;2701;70;57563;285922.74
749;synthetic;train;670;14;42349;53986.62
750;synthetic;test;1924;47;24365;126536.29
751;synthetic;train;1902;25;68616;124235.19
752;synthetic;train;3026;55;124;183086.99
753;synthetic;test;3769;2;99943;108186.13
754;synthetic;train;120;44;10597;17963.58
755;synthetic;test;361;58;72785;111414.37
756;synthetic;train;449;83;32046;85234.11
757;synthetic;train;1209;25;46121;81692.52
758;synthetic;train;675;36;20998;49528.91
759;synthetic;train;195;31;67227;80910.98
760;synthetic;train;2899;30;32374;127384.54
761;synthetic;train;2992;58;83212;292661.08
762;synthetic;train;3443;69;93649;385321.09
763;synthetic;test;1583;34;32154;93085.76
764;synthetic;train;893;63;71445;150804.62
765;synthetic;train;3045;15;49126;98552.61
766;synthetic;train;843;76;26741;107455.85
767;synthetic;train;546;48;87907;131596.88
768;synthetic;train;3479;9;32589;65417.32
769;synthetic;train;583;26;53384;74068.03
770;synthetic;train;1066;6;51003;58502.63
771;synthetic;train;200;20;51;4197.53
772;synthetic;train;329;37;85072;109194.65
773;synthetic;train;2943;9;3483;30521.29
774;synthetic;train;1284;55;74673;167295.76
775;synthetic;train;3127;29;16800;113863.54
776;synthetic;test;100;13;6516;8134.81
777;synthetic;train;3271;23;82313;167177.73
778;synthetic;test;2102;46;45479;157661.15
779;synthetic;train;3112;4;9275;21951.37
780;synthetic;train;1608;34;54560;119077.28
781;synthetic;train;2803;50;25745;183143.78
782;synthetic;train;1243;64;20146;113733.69
783;synthetic;train;1915;46;75027;182786.08
784;synthetic;train;2714;40;30916;151627.9
785;synthetic;train;1398;35;21919;76606.42
786;synthetic;train;2376;18;64868;113020.57
787;synthetic;train;2855;81;11891;281433.95
788;synthetic;train;2886;8;33725;58071.92
789;synthetic;test;669;14;17534;27973.78
790;synthetic;test;166;70;6112;20821.96
791;synthetic;test;1514;59;99039;219387.19
792;synthetic;test;3244;12;98774;142580.05
793;synthetic;test;2483;16;44873;88199.59
794;synthetic;train;3487;34;18363;146297.18
795;synthetic;train;3325;81;97560;437374.38
796;synthetic;train;3631;74;45449;363316.12
797;synthetic;train;730;52;22080;67762.69
798;synthetic;train;1797;56;94658;224852.34
799;synthetic;train;1098;22;73473;104157.79
800;synthetic;test;24;48;74592;88762.43
801;synthetic;test;2093;33;82855;165598.03
802;synthetic;test;1409;60;46414;150398.01
803;synthetic;train;100;45;4945;10606.35
804;synthetic;train;3537;51;37203;241010.12
805;synthetic;train;1847;53;26018;138269.02
806;synthetic;train;1095;36;25857;71096.05
807;synthetic;train;2880;9;82661;111530.01
808;synthetic;train;1324;48;15775;87531.04
809;synthetic;train;1464;64;27069;138089.24
810;synthetic;train;502;44;16249;42637.81
811;synthetic;train;1196;38;56410;112541.36
812;synthetic;train;2429;57;84429;254772.63
813;synthetic;train;251;31;106;8327.68
814;synthetic;train;35;18;59814;64156.69
815;synthetic;train;3399;65;64629;327296.44
816;synthetic;train;2957;15;83984;133839.01
817;synthetic;test;3383;8;46996;75737.08
818;synthetic;train;3154;40;84048;231181.14
819;synthetic;train;3555;40;5948;159146.58
820;synthetic;test;1292;19;47411;75888.37
821;synthetic;train;2225;39;19548;115069.0
822;synthetic;train;1144;58;2698;76582.28
823;synthetic;test;813;75;9915;82099.89
824;synthetic;train;1576;18;10465;40394.52
825;synthetic;train;1606;44;17614;96617.59
826;synthetic;test;295;12;65155;71427.17
827;synthetic;train;3269;16;32040;87603.14
828;synthetic;train;1306;31;24430;69803.83
829;synthetic;train;210;45;35737;51721.33
830;synthetic;train;1300;23;92934;131452.13
831;synthetic;train;2319;36;20539;111991.24
832;synthetic;test;3044;75;3231;263894.54
833;synthetic;test;3532;59;9983;242784.67
834;synthetic;train;2861;10;5086;34397.88
835;synthetic;train;438;39;61957;88813.52
836;synthetic;test;1547;11;19917;38020.73
837;synthetic;test;3239;81;75427;400385.49
838;synthetic;train;392;69;69199;117516.5
839;synthetic;train;1999;13;99668;130675.93
840;synthetic;test;1681;4;20997;28058.58
841;synthetic;train;1524;6;32393;42297.55
842;synthetic;train;1779;80;8637;174606.7
843;synthetic;train;2192;77;80619;296865.35
844;synthetic;train;3514;15;80135;138374.3
845;synthetic;train;3718;28;49864;164023.56
846;synthetic;train;2017;42;28978;124396.08
847;synthetic;train;3689;81;38073;393380.07
848;synthetic;test;3060;34;79481;199339.96
849;synthetic;train;2222;40;12805;109853.33
850;synthetic;test;2487;27;21686;94099.77
851;synthetic;train;734;83;10328;83897.11
852;synthetic;train;3034;73;3105;255077.72
853;synthetic;train;2239;49;35867;161580.3
854;synthetic;test;2533;35;43969;143581.28
855;synthetic;train;1639;68;63315;204671.14
856;synthetic;train;1440;78;80206;232435.04
857;synthetic;test;3544;62;39149;292564.57
858;synthetic;train;2937;28;27093;116071.44
859;synthetic;train;1713;82;56793;236380.23
860;synthetic;train;1458;39;29121;93974.58
861;synthetic;train;2503;30;55440;140358.12
862;synthetic;train;1405;27;97024;145902.81
863;synthetic;train;1313;6;37859;46592.94
864;synthetic;train;2022;8;30568;47813.25
865;synthetic;test;631;43;72312;112655.3
866;synthetic;train;3680;33;86326;224918.93
867;synthetic;train;815;66;56267;130341.87
868;synthetic;train;2881;64;53243;271713.16
869;synthetic;train;978;45;82679;143590.44
870;synthetic;train;3688;78;18146;352520.11
871;synthetic;train;2270;9;66895;89702.36
872;synthetic;test;3770;5;65657;85797.93
873;synthetic;train;3592;72;39248;342598.07
874;synthetic;train;394;78;92133;154586.05
875;synthetic;test;2200;83;461;211266.75
876;synthetic;train;2343;4;93570;104274.22
877;synthetic;train;2585;77;56267;299949.97
878;synthetic;test;316;3;33557;34848.02
879;synthetic;test;2825;13;85215;126575.87
880;synthetic;train;910;42;20308;64442.5
881;synthetic;train;1769;38;547;72397.3
882;synthetic;test;2157;67;93628;279180.61
883;synthetic;test;1256;74;87877;217978.36
884;synthetic;train;3755;32;85090;221653.46
885;synthetic;train;2147;5;27034;38330.41
886;synthetic;test;2553;14;43473;82194.86
887;synthetic;train;2944;13;49659;91031.47
888;synthetic;train;816;46;24071;68681.66
889;synthetic;train;3668;7;96358;124649.61
890;synthetic;test;3009;72;85151;353418.33
891;synthetic;test;712;79;59427;141737.72
892;synthetic;train;3656;74;57961;381423.06
893;synthetic;test;1422;10;10110;24935.41
894;synthetic;train;1480;69;50534;178564.51
895;synthetic;train;1830;21;56439;100395.17
896;synthetic;test;2424;83;72942;328254.35
897;synthetic;train;2307;77;42498;257720.4
898;synthetic;train;3552;32;12778;134350.16
899;synthetic;train;1586;11;11840;30080.26
900;synthetic;train;3348;67;22121;279354.48
901;synthetic;test;3183;6;28439;48334.6
902;synthetic;train;2683;26;73051;152639.13
903;synthetic;train;3322;6;2397;22611.17
904;synthetic;train;3572;44;50647;228172.34
905;synthetic;train;1761;37;69013;147509.33
906;synthetic;train;2203;14;62664;97276.83
907;synthetic;train;2539;10;37673;64807.95
908;synthetic;train;3003;52;13637;186978.39
909;synthetic;train;152;49;46173;62453.76
910;synthetic;train;3651;44;93149;281125.93
911;synthetic;train;814;38;13962;48871.81
912;synthetic;train;2182;16;49226;87835.89
913;synthetic;train;1307;16;9681;31724.94
914;synthetic;test;1945;80;19875;204513.56
915;synthetic;train;1538;19;80897;116392.95
916;synthetic;train;1576;82;24516;181038.84
917;synthetic;train;306;49;65167;93021.47
918;synthetic;train;3764;74;88417;429460.31
919;synthetic;train;2410;31;42903;126395.9
920;synthetic;train;508;37;36444;61254.69
921;synthetic;train;136;18;53460;59287.1
922;synthetic;train;1403;84;47853;199484.86
923;synthetic;train;3643;56;4039;229494.77
924;synthetic;test;773;60;54512;117978.87
925;synthetic;train;1146;44;90299;158930.85
926;synthetic;train;1477;4;31096;37470.09
927;synthetic;train;3556;64;83748;357683.97
928;synthetic;train;3464;10;28267;64504.95
929;synthetic;test;227;1;83471;83976.99
930;synthetic;train;3560;14;72217;126765.31
931;synthetic;test;2032;6;91575;105756.86
932;synthetic;train;3310;48;70789;255609.12
933;synthetic;train;1509;67;44502;169066.51
934;synthetic;test;3758;6;17215;40374.71
935;synthetic;test;3681;25;31065;129881.18
936;synthetic;train;3006;16;51354;103644.13
937;synthetic;train;1086;17;96438;121076.84
938;synthetic;train;759;8;67394;75376.07
939;synthetic;train;3295;11;70785;110402.15
940;synthetic;test;2055;70;12695;178279.73
941;synthetic;train;3708;53;84216;315737.83
942;synthetic;train;1375;80;62636;207984.37
943;synthetic;train;482;78;79579;146161.65
944;synthetic;train;1140;46;38806;101986.05
945;synthetic;train;2065;82;89893;313106.55
946;synthetic;train;819;82;43794;134877.14
947;synthetic;train;2678;65;48294;254609.99
948;synthetic;train;1735;39;86255;170580.9
949;synthetic;train;1468;24;36160;75904.66
950;synthetic;train;740;33;11407;38585.34
951;synthetic;test;341;61;7743;32586.78
952;synthetic;test;2159;66;72448;249861.74
953;synthetic;train;1695;17;93069;128180.92
954;synthetic;train;3173;52;8676;190747.19
955;synthetic;test;133;27;15752;20996.38
956;synthetic;train;3269;18;28265;90750.82
957;synthetic;train;3707;69;21870;315525.74
958;synthetic;train;1457;44;66427;146055.64
959;synthetic;train;3557;74;97720;423963.14
960;synthetic;train;154;20;56300;63364.7
961;synthetic;train;186;30;15360;22850.4
962;synthetic;train;3545;6;14840;36658.82
963;synthetic;test;741;13;56857;69231.47
964;synthetic;train;1384;77;26082;155368.2
965;synthetic;train;2041;56;62599;201271.15
966;synthetic;train;3026;17;50746;106712.63
967;synthetic;train;3042;73;61779;330547.98
968;synthetic;train;2477;73;62487;284686.57
969;synthetic;train;3605;11;34790;76544.1
970;synthetic;test;426;8;47194;51926.8
971;synthetic;train;858;35;43784;81094.31
972;synthetic;train;2359;80;84939;327434.34
973;synthetic;train;1437;28;77078;126845.61
974;synthetic;train;469;46;42302;72651.1
975;synthetic;train;694;52;32073;77596.39
976;synthetic;train;705;55;17419;63538.63
977;synthetic;train;2556;14;43476;82241.09
978;synthetic;train;3070;20;76763;145640.92
979;synthetic;train;2743;76;16887;259341.83
980;synthetic;train;2717;79;76302;345155.25
981;synthetic;train;714;70;10731;69920.47
982;synthetic;test;2237;42;53108;162079.12
983;synthetic;train;1974;3;50819;57290.45
984;synthetic;train;3559;37;27691;171685.79
985;synthetic;test;3780;9;48628;84698.52
986;synthetic;train;1947;41;92173;191318.88
987;synthetic;test;1602;82;6682;160064.98
988;synthetic;train;2788;50;24054;180329.29
989;synthetic;train;866;61;63761;136778.66
990;synthetic;train;2322;5;59788;72517.74
991;synthetic;train;3729;2;46900;54708.52
992;synthetic;train;1878;76;28284;199093.34
993;synthetic;train;1807;61;6033;129806.09
994;synthetic;train;3044;70;71965;331184.49
995;synthetic;train;2463;63;78176;269331.25
996;synthetic;train;3432;36;45606;182886.28
997;synthetic;train;2424;17;85623;133073.02
998;synthetic;train;2927;54;30165;209541.4
999;synthetic;train;1321;37;66253;127034.18
1000;synthetic;train;2956;57;92994;298258.62
1001;synthetic;test;3650;60;37091;288085.86
1002;synthetic;train;2276;36;62910;158107.6
1003;synthetic;test;3086;32;50576;160634.25
1004;synthetic;train;173;62;48985;72142.43
1005;synthetic;train;1746;45;21549;109929.17
1006;synthetic;test;2272;63;34967;202634.23
1007;synthetic;train;498;33;19858;39562.24
1008;synthetic;train;1420;53;11339;95968.07
1009;synthetic;test;2839;19;89469;151084.1
1010;synthetic;train;2783;23;56323;127436.25
1011;synthetic;train;420;9;95605;102355.26
1012;synthetic;test;3049;13;28269;70093.09
1013;synthetic;test;751;34;29133;59702.53
1014;synthetic;test;1246;45;18905;82545.6
1015;synthetic;train;3354;62;76055;324822.49
1016;synthetic;train;644;60;83625;144944.69
1017;synthetic;train;665;64;35768;91768.59
1018;synthetic;train;2992;41;80221;223601.59
1019;synthetic;test;560;33;27343;50082.22
1020;synthetic;train;943;26;38243;67351.82
1021;synthetic;train;483;60;55024;99313.26
1022;synthetic;train;3151;60;14904;227802.17
1023;synthetic;train;265;36;48112;64387.14
1024;synthetic;test;912;66;58158;139868.73
1025;synthetic;train;2842;10;81508;113212.33
1026;synthetic;train;783;38;43937;81629.62
1027;synthetic;train;3118;24;24075;104107.83
1028;synthetic;train;1290;31;18168;62337.97
1029;synthetic;train;670;20;46748;63844.29
1030;synthetic;train;1304;33;71906;125811.87
1031;synthetic;train;915;77;75178;177573.09
1032;synthetic;train;663;27;18355;38841.56
1033;synthetic;test;1036;31;13089;48398.72
1034;synthetic;test;54;37;70099;81413.78
1035;synthetic;train;1151;73;36927;142347.34
1036;synthetic;train;3423;20;53933;128552.15
1037;synthetic;train;2899;5;93001;109201.99
1038;synthetic;train;1386;42;62844;134851.41
1039;synthetic;train;2443;2;86718;92207.54
1040;synthetic;train;2369;84;47151;292332.49
1041;synthetic;train;2331;38;88978;195551.74
1042;synthetic;train;3163;77;50428;343218.1
1043;synthetic;train;3007;31;46093;149460.31
1044;synthetic;train;2888;7;71049;93210.84
1045;synthetic;test;60;49;47720;59370.25
1046;synthetic;train;1780;42;49193;136942.46
1047;synthetic;train;1547;38;56817;127244.91
1048;synthetic;train;2901;47;64252;222963.71
1049;synthetic;train;3179;84;10865;322975.9
